    809985   -1305480     113838     822950   -1294452     102692  1000  1000 48000
    809985   -1305480     113838     821388   -1294802     101984  1000  1000 48000
    809985   -1305480     113838     819844   -1295150     101284  1000  1000 48000
    809985   -1305480     113838     818292   -1295501     100583  1000  1000 48000
    809985   -1305480     113838     816729   -1295854      99879  1000  1000 48000
    809985   -1305480     113838     815184   -1296204      99185  1000  1000 48000
    809985   -1305480     113838     813637   -1296554      98492  1000  1000 48000
    809985   -1305480     113838     812073   -1296909      97792  1000  1000 48000
    809985   -1305480     113838     810518   -1297264      97097  1000  1000 48000
    809985   -1305480     113838     808953   -1297622      96401  1000  1000 48000
    809985   -1305480     113838     807396   -1297978      95710  1000  1000 48000
    809985   -1305480     113838     805837   -1298335      95025  1000  1000 48000
    809985   -1305480     113838     816739   -1308770     112556  1000  1000 48000
    809985   -1305480     113838     816709   -1307046     112322  1000  1000 48000
    809985   -1305480     113838     816690   -1305322     112084  1000  1000 48000
    809985   -1305480     113838     816680   -1303600     111841  1000  1000 48000
    809985   -1305480     113838     816680   -1301878     111594  1000  1000 48000
    809985   -1305480     113838     816687   -1300155     111344  1000  1000 48000
    809985   -1305480     113838     816702   -1298424     111090  1000  1000 48000
    809985   -1305480     113838     816723   -1296693     110834  1000  1000 48000
    809985   -1305480     113838     816751   -1294963     110575  1000  1000 48000
    809985   -1305480     113838     816785   -1293233     110313  1000  1000 48000
    809985   -1305480     113838     816823   -1291503     110050  1000  1000 48000
    809985   -1305480     113838     816863   -1289784     109786  1000  1000 48000
    809985   -1305480     113838     802435   -1293847     111834  1000  1000 48000
    809985   -1305480     113838     802435   -1293847     111834  1000  1000 48000
    809985   -1305480     113838     802435   -1293847     111834  1000  1000 48000
    809985   -1305480     113838     818704   -1291730     113285  1000  1000 48000
    809985   -1305480     113838     818704   -1291730     113285  1000  1000 48000
    809985   -1305480     113838     818704   -1291730     113285  1000  1000 48000
    809985   -1305480     113838     804599   -1298620      94484  1000  1000 48000
    809985   -1305480     113838     804599   -1298620      94484  1000  1000 48000
    809985   -1305480     113838     804599   -1298620      94484  1000  1000 48000
    809985   -1305480     113838     820906   -1294910     101765  1000  1000 48000
    809985   -1305480     113838     820906   -1294910     101765  1000  1000 48000
    809985   -1305480     113838     820906   -1294910     101765  1000  1000 48000
    809985   -1305480     113838     835583   -1289761     114794  1000  1000 48000
    809985   -1305480     113838     835583   -1289761     114794  1000  1000 48000
    809985   -1305480     113838     835583   -1289761     114794  1000  1000 48000
    809985   -1305480     113838     837170   -1291272     109274  1000  1000 48000
    809985   -1305480     113838     837170   -1291272     109274  1000  1000 48000
    809985   -1305480     113838     837170   -1291272     109274  1000  1000 48000
    809985   -1305480     113838     803357   -1309754      98427  1000  1000 48000
    809985   -1305480     113838     803357   -1309754      98427  1000  1000 48000
    809985   -1305480     113838     803357   -1309754      98427  1000  1000 48000
    809985   -1305480     113838     818460   -1306908     105009  1000  1000 48000
    809985   -1305480     113838     818460   -1306908     105009  1000  1000 48000
    809985   -1305480     113838     818460   -1306908     105009  1000  1000 48000
    809985   -1305480     113838     832119   -1304337     111186  1000  1000 48000
    809985   -1305480     113838     832119   -1304337     111186  1000  1000 48000
    809985   -1305480     113838     832119   -1304337     111186  1000  1000 48000
    809985   -1305480     113838     804838   -1305984     113534  1000  1000 48000
    809985   -1305480     113838     804838   -1305984     113534  1000  1000 48000
    809985   -1305480     113838     804838   -1305984     113534  1000  1000 48000
    809985   -1305480     113838     817255   -1304770     114300  1000  1000 48000
    809985   -1305480     113838     817255   -1304770     114300  1000  1000 48000
    809985   -1305480     113838     817255   -1304770     114300  1000  1000 48000
    809985   -1305480     113838     829651   -1303594     115144  1000  1000 48000
    809985   -1305480     113838     829651   -1303594     115144  1000  1000 48000
    809985   -1305480     113838     829651   -1303594     115144  1000  1000 48000
    809985   -1305480     113838     815018   -1289994      89597  1000  1000 48000
    809985   -1305480     113838     815018   -1289994      89597  1000  1000 48000
    809985   -1305480     113838     815018   -1289994      89597  1000  1000 48000
    809985   -1305480     113838     816000   -1306681      98437  1000  1000 48000
    809985   -1305480     113838     816000   -1306681      98437  1000  1000 48000
    809985   -1305480     113838     816000   -1306681      98437  1000  1000 48000
    809985   -1305480     113838     817170   -1323351     107243  1000  1000 48000
    809985   -1305480     113838     817170   -1323351     107243  1000  1000 48000
    809985   -1305480     113838     817170   -1323351     107243  1000  1000 48000
    809985   -1305480     113838     816914   -1287679     109463  1000  1000 48000
    809985   -1305480     113838     816914   -1287679     109463  1000  1000 48000
    809985   -1305480     113838     816914   -1287679     109463  1000  1000 48000
    809985   -1305480     113838     816682   -1304302     111941  1000  1000 48000
    809985   -1305480     113838     816682   -1304302     111941  1000  1000 48000
    809985   -1305480     113838     816682   -1304302     111941  1000  1000 48000
    809985   -1305480     113838     817148   -1320859     114062  1000  1000 48000
    809985   -1305480     113838     817148   -1320859     114062  1000  1000 48000
    809985   -1305480     113838     817148   -1320859     114062  1000  1000 48000
    809985   -1305480     113838     826120   -1318620     113060  1000  1000 48000
    809985   -1305480     113838     826120   -1318620     113060  1000  1000 48000
    809985   -1305480     113838     826120   -1318620     113060  1000  1000 48000
    809985   -1305480     113838     834010   -1306290     112920  1000  1000 48000
    809985   -1305480     113838     834010   -1306290     112920  1000  1000 48000
    809985   -1305480     113838     834010   -1306290     112920  1000  1000 48000
    809985   -1305480     113838     842000   -1293960     113150  1000  1000 48000
    809985   -1305480     113838     842000   -1293960     113150  1000  1000 48000
    809985   -1305480     113838     842000   -1293960     113150  1000  1000 48000
    809985   -1305480     113838     849750   -1281600     113080  1000  1000 48000
    809985   -1305480     113838     849750   -1281600     113080  1000  1000 48000
    809985   -1305480     113838     849750   -1281600     113080  1000  1000 48000
    809985   -1305480     113838          0          0          0  1000  1000 48000
    809985   -1305480     113838          0          0          0  1000  1000 48000
    809985   -1305480     113838          0          0          0  1000  1000 48000
    809985   -1305480     113838          0          0          0  1000  1000 48000
    809985   -1305480     113838          0          0          0  1000  1000 48000
    809985   -1305480     113838          0          0          0  1000  1000 48000
